,losses
815,-0.0037042792
816,-0.0031042732
817,-0.0033089647
818,-0.004089544
819,-0.0051532234
820,6.502325e-09
821,-0.00046427466
822,-0.0011333657
823,-0.0019077158
824,-0.0022041958
825,-0.0020703732
826,-0.0018627492
827,-0.0020838596
828,-0.0028971063
829,-0.0040133856
830,3.2511624e-10
831,-0.0007546437
832,-0.0016794772
833,-0.002343645
834,-0.0023197674
835,-0.001966702
836,-0.0017073572
837,-0.002070178
838,-0.0029980678
839,-0.0040924796
840,2.7363951e-08
841,0.00039773967
842,0.00047325346
843,0.00026175135
844,-0.00020785721
845,-0.0009128564
846,-0.0018120385
847,-0.0028765758
848,-0.003896593
849,-0.004059437
850,-6.502325e-10
851,0.000454172
852,0.00046429114
853,7.158886e-05
854,-0.0006758705
855,-0.0017281658
856,-0.003008794
857,-0.0041214647
858,-0.004639072
859,-0.00423407
860,8.453022e-09
861,0.00011569966
862,0.00013658708
863,7.152319e-05
864,-7.121595e-05
865,-0.0002837544
866,-0.00055887905
867,-0.0008895357
868,-0.0012684433
869,-0.0016897109
870,2.655116e-09
871,0.00012164425
872,-2.096569e-05
873,-0.0004035547
874,-0.0010021193
875,-0.0017460485
876,-0.002494288
877,-0.0031625766
878,-0.0037956901
879,-0.0043635727
880,-2.2107905e-08
881,-0.00036724133
882,-0.00089069357
883,-0.0015464396
884,-0.002161098
885,-0.002253846
886,-0.0021030512
887,-0.001884429
888,-0.0018823381
889,-0.0022560505
890,-6.719069e-09
891,-0.00030253627
892,-0.0008229206
893,-0.0015313057
894,-0.002403453
895,-0.003274302
896,-0.0038475925
897,-0.004000946
898,-0.004303792
899,-0.005085039
900,-7.3693016e-09
901,-0.00014631076
902,-0.00031567618
903,-0.00050734566
904,-0.0007164702
905,-0.0009340557
906,-0.0011507459
907,-0.0013608948
908,-0.001522535
909,-0.0016633593
910,-1.1270696e-08
911,-0.00031012623
912,-0.00083679287
913,-0.001561892
914,-0.0024710018
915,-0.0033254598
916,-0.0037072767
917,-0.0034835057
918,-0.003204227
919,-0.0032850197
920,2.2541393e-08
921,-0.00025662573
922,-0.00071247696
923,-0.00135264
924,-0.002162998
925,-0.0031248794
926,-0.004022677
927,-0.004509438
928,-0.004447037
929,-0.0042619277
930,2.7093021e-08
931,-5.197525e-05
932,-0.0004154797
933,-0.0010605339
934,-0.0019628895
935,-0.0030898293
936,-0.0040928302
937,-0.004410856
938,-0.004247701
939,-0.0042051687
940,2.1240927e-08
941,-2.7638998e-05
942,-0.00022539984
943,-0.00055860716
944,-0.00095614564
945,-0.0012770748
946,-0.0016125588
947,-0.0020148405
948,-0.0023394525
949,-0.0025645173
