,losses
710,2.7309765e-08
711,5.641157e-05
712,3.686493e-05
713,-4.853368e-05
714,-0.00019484325
715,-0.0003960384
716,-0.0006472403
717,-0.00094454247
718,-0.0012847894
719,-0.0016658545
720,8.171255e-08
721,-8.812818e-07
722,-0.00022709435
723,-0.00065436104
724,-0.0012640521
725,-0.0020224222
726,-0.0026905595
727,-0.00310579
728,-0.0033469552
729,-0.0035039992
730,-5.4836274e-08
731,-8.850119e-05
732,-0.00032524823
733,-0.00069597265
734,-0.0011860101
735,-0.0017761523
736,-0.0024567943
737,-0.0031930082
738,-0.0038345624
739,-0.004224649
740,-1.3438138e-08
741,0.00015964963
742,0.00025230885
743,0.00028547255
744,0.00026480263
745,0.00019611912
746,8.4213665e-05
747,-6.6813336e-05
748,-0.0002531329
749,-0.00047014453
750,3.5546044e-08
751,-7.441954e-05
752,-0.00028293717
753,-0.0006100425
754,-0.0010441298
755,-0.0015687047
756,-0.0021763127
757,-0.0027815292
758,-0.003294416
759,-0.0036800974
760,-7.109209e-08
761,-0.00021768277
762,-0.0004981871
763,-0.00083683024
764,-0.0012220723
765,-0.0016475499
766,-0.0021123984
767,-0.0025575862
768,-0.0029773118
769,-0.0033155112
770,-5.635348e-09
771,-6.8179043e-06
772,-0.00012261867
773,-0.00033608827
774,-0.00063899776
775,-0.001021672
776,-0.0014749501
777,-0.0019897805
778,-0.0025514374
779,-0.0031106225
780,-4.161488e-08
781,-0.00051573117
782,-0.0011303582
783,-0.0018368587
784,-0.0026277408
785,-0.0033878554
786,-0.0040105237
787,-0.004279916
788,-0.0043112445
789,-0.004291909
790,1.8639998e-08
791,-3.4682316e-06
792,-8.637493e-05
793,-0.00024056337
794,-0.0004586548
795,-0.00073354156
796,-0.0010598927
797,-0.0014345462
798,-0.0018426147
799,-0.0022842204
800,3.7605112e-08
801,0.000101229605
802,9.9925564e-05
803,9.193962e-06
804,-0.00016404402
805,-0.00041157875
806,-0.0007267887
807,-0.0011069622
808,-0.0015450825
809,-0.002033557
810,-5.418604e-10
811,-0.0001902507
812,-0.00051746715
813,-0.00097317284
814,-0.0015407108
815,-0.002196334
816,-0.0028887647
817,-0.0035501095
818,-0.0041066064
819,-0.0046013687
820,-1.41967424e-08
821,-0.00033349774
822,-0.00070591265
823,-0.0011160028
824,-0.0015561387
825,-0.0019996157
826,-0.0024091208
827,-0.002791135
828,-0.0031601235
829,-0.0034971472
830,5.0284644e-08
831,-0.00013264982
832,-0.00033110337
833,-0.0005886105
834,-0.0008950734
835,-0.0012419265
836,-0.0016044572
837,-0.0019575625
838,-0.002285413
839,-0.0026155175
840,1.8423254e-08
841,-0.00023275592
842,-0.00064259616
843,-0.0012037857
844,-0.0018999164
845,-0.0027256936
846,-0.0036177847
847,-0.004341465
848,-0.0049767587
849,-0.0054946356
850,2.3841857e-09
851,0.0002132625
852,0.00022119013
853,4.7281115e-05
854,-0.0002932968
855,-0.00078118336
856,-0.0013980021
857,-0.0021309047
858,-0.0029654738
859,-0.0038618841
860,8.886511e-09
861,-0.0002473533
862,-0.00061970396
863,-0.0011078069
864,-0.0016897196
865,-0.002308775
866,-0.00262277
867,-0.0026312824
868,-0.0025004894
869,-0.002421066
870,9.428371e-09
871,-1.6870283e-05
872,-0.00024805285
873,-0.0006688326
874,-0.0012567143
875,-0.0019912745
876,-0.002838294
877,-0.0036634349
878,-0.0042509646
879,-0.004453674
880,-2.9910694e-08
881,0.00019469998
882,0.00019718398
883,2.930847e-05
884,-0.0002826969
885,-0.00073199923
886,-0.00130615
887,-0.0019983698
888,-0.0027267088
889,-0.003425093
890,2.9260462e-08
891,-0.00042243328
892,-0.0009777759
893,-0.001657003
894,-0.0024335606
895,-0.0032158305
896,-0.0038488077
897,-0.004344916
898,-0.004738687
899,-0.005047203
900,3.7550926e-08
901,-0.00033186332
902,-0.0007334699
903,-0.0011941736
904,-0.0016870431
905,-0.002127122
906,-0.0025808404
907,-0.0030326445
908,-0.0033538013
909,-0.003634498
910,6.9358133e-09
911,-4.7911675e-05
912,-0.00012461706
913,-0.00022787994
914,-0.0003569253
915,-0.00050878257
916,-0.0006798081
917,-0.0008710244
918,-0.0010782729
919,-0.0013000517
920,5.310232e-09
921,-9.1760325e-05
922,-0.00028840895
923,-0.0005804214
924,-0.00095925224
925,-0.0014167192
926,-0.0019424692
927,-0.0025220583
928,-0.003051795
929,-0.003439221
930,-7.152557e-09
931,7.807201e-05
932,5.9342492e-05
933,-3.548492e-05
934,-0.00017187194
935,-0.00032863824
936,-0.00052360905
937,-0.00077406404
938,-0.0010783245
939,-0.001429447
940,2.709302e-10
941,-0.00013696958
942,-0.0003591932
943,-0.0006558161
944,-0.0010179369
945,-0.0014410864
946,-0.0018794215
947,-0.0022493838
948,-0.0025735388
949,-0.002807487
950,-7.8027895e-09
951,-0.00028999124
952,-0.00070061046
953,-0.0012214244
954,-0.0018326693
955,-0.0024433378
956,-0.0029217803
957,-0.0032294816
958,-0.003602385
959,-0.0041446583
960,-2.3841857e-09
961,-4.9763483e-05
962,-0.00014828162
963,-0.00028901765
964,-0.0004489786
965,-0.0006343936
966,-0.0008331226
967,-0.0010082948
968,-0.0011533048
969,-0.0012921165
970,1.7946417e-07
971,-0.00020838824
972,-0.0005864984
973,-0.0011169377
974,-0.0017773836
975,-0.0025552465
976,-0.0030786945
977,-0.003171786
978,-0.0032399842
979,-0.0035085145
980,-5.20186e-08
981,-0.0003568905
982,-0.00096804404
983,-0.0018072857
984,-0.0027293959
985,-0.0034874487
986,-0.0041235015
987,-0.0045616548
988,-0.004976716
989,-0.0054555587
990,5.310232e-09
991,-0.00039818103
992,-0.0010051854
993,-0.0016627988
994,-0.002089966
995,-0.0022686534
996,-0.0022632692
997,-0.002361964
998,-0.0027357966
999,-0.0032617631
1000,-1.10106036e-07
1001,-0.0009137405
1002,-0.002074533
1003,-0.0026140308
1004,-0.0020374267
1005,-0.0016195917
1006,-0.0020752405
1007,-0.0031464056
1008,-0.003913539
1009,-0.0038912816
1010,-9.536743e-09
1011,-0.00042657755
1012,-0.0009515771
1013,-0.0014039868
1014,-0.0015749005
1015,-0.0014738678
1016,-0.0012835712
1017,-0.0012455602
1018,-0.0014447918
1019,-0.0018396191
1020,-8.994883e-08
1021,-0.0002889552
1022,-0.0006716451
1023,-0.0011237387
1024,-0.0015622084
1025,-0.0018252399
1026,-0.0018822354
1027,-0.0019503771
1028,-0.0021988007
1029,-0.0026644985
1030,-1.5605579e-08
1031,1.0272048e-06
1032,-6.410377e-05
1033,-0.00018693382
1034,-0.0003604042
1035,-0.0005793038
1036,-0.00084015477
1037,-0.0011399537
1038,-0.0014770154
1039,-0.0018407413
1040,-5.1801855e-08
1041,-0.0007561786
1042,-0.0017837912
1043,-0.0025619566
1044,-0.0025121917
1045,-0.0020932215
1046,-0.0020730079
1047,-0.0026250554
1048,-0.0034499457
1049,-0.004273341
1050,6.9358133e-09
1051,-0.000101269376
1052,-0.00031885863
1053,-0.00063789496
1054,-0.000912148
1055,-0.0010544988
1056,-0.0011005362
1057,-0.001198858
1058,-0.0013884173
1059,-0.0016553313
1060,-5.8520926e-09
1061,-0.00035893195
1062,-0.0009077208
1063,-0.0016249333
1064,-0.0023783948
1065,-0.0029733567
1066,-0.0033074212
1067,-0.0034495085
1068,-0.0035844026
1069,-0.00378177
1070,2.026558e-08
1071,-0.00049062556
1072,-0.001235205
1073,-0.0022047774
1074,-0.0033323397
1075,-0.0043737
1076,-0.0050742254
1077,-0.0051717805
1078,-0.004806729
1079,-0.004469835
1080,-1.1379069e-09
1081,-0.00015122375
1082,-0.0004064103
1083,-0.0007567337
1084,-0.0011888446
1085,-0.0016936568
1086,-0.0022618745
1087,-0.002891539
1088,-0.0035662162
1089,-0.0042759986
1090,-7.53186e-09
1091,0.00011217069
1092,0.00018065181
1093,0.00020780032
1094,0.00019812059
1095,0.00015457254
1096,8.408178e-05
1097,-1.4476288e-05
1098,-0.00013818384
1099,-0.0002814048
1100,1.5172091e-09
1101,-0.0002830541
1102,-0.0007944878
1103,-0.0015190016
1104,-0.0024238657
1105,-0.0032582837
1106,-0.0036549356
1107,-0.0034271243
1108,-0.0030091282
1109,-0.0029377833
1110,-3.2511625e-09
1111,-7.813887e-05
1112,-0.00020339836
1113,-0.00037548476
1114,-0.0005943233
1115,-0.0008569483
1116,-0.0011359551
1117,-0.0012768687
1118,-0.001338814
1119,-0.0013662375
1120,9.916046e-09
1121,-0.00014939162
1122,-0.0003759318
1123,-0.0006713041
1124,-0.0010270344
1125,-0.0014267176
1126,-0.0018355935
1127,-0.0022481207
1128,-0.0026602827
1129,-0.0030547255
1130,4.8767435e-09
1131,-0.00019347397
1132,-0.00048367522
1133,-0.0008626317
1134,-0.0013196256
1135,-0.0018448689
1136,-0.0024172585
1137,-0.0030234274
1138,-0.003610829
1139,-0.0041464744
1140,1.2571161e-07
1141,-0.00092375797
1142,-0.0025321639
1143,-0.0031487271
1144,-0.0021085269
1145,-0.0018713874
1146,-0.0028542713
1147,-0.0041650687
1148,-0.00414713
1149,-0.0036425535
1150,3.2511625e-09
1151,-0.0001890527
1152,-0.000570152
1153,-0.0011194578
1154,-0.0018259923
1155,-0.002671326
1156,-0.0034090502
1157,-0.0038863884
1158,-0.0041826377
1159,-0.0044092517
1160,-1.8965114e-08
1161,0.00013335976
1162,9.08584e-05
1163,-0.000109445835
1164,-0.0004515123
1165,-0.00090560113
1166,-0.0014184201
1167,-0.001883401
1168,-0.0023340457
1169,-0.0027030502
1170,-1.4955347e-08
1171,6.521745e-05
1172,-3.463485e-05
1173,-0.0002715709
1174,-0.0006295878
1175,-0.0010848646
1176,-0.0016071487
1177,-0.0019713982
1178,-0.002282407
1179,-0.0026976345
1180,-4.5516275e-09
1181,-0.00028754625
1182,-0.0007476811
1183,-0.0013709551
1184,-0.0020924602
1185,-0.0026500346
1186,-0.0028221163
1187,-0.002835695
1188,-0.003210705
1189,-0.0038111648
1190,3.012744e-08
1191,-1.7831975e-05
1192,-0.00035136353
1193,-0.00094039354
1194,-0.0017059377
1195,-0.0023584077
1196,-0.002826102
1197,-0.0027474659
1198,-0.0028067508
1199,-0.0031650758
1200,-2.8610229e-08
1201,-0.0009670235
1202,-0.002267001
1203,-0.0035518326
1204,-0.0035153953
1205,-0.002600392
1206,-0.0019582608
1207,-0.0024251037
1208,-0.0036058347
1209,-0.0045413626
1210,-1.4825301e-07
1211,-3.2592252e-05
1212,-0.0004678969
1213,-0.00058992865
1214,-0.00078301516
1215,-0.0011970069
1216,-0.0016525798
1217,-0.0023160137
1218,-0.0029624568
1219,-0.0034556454
1220,-4.681674e-08
1221,8.094701e-05
1222,6.061684e-05
1223,-4.9850725e-05
1224,-0.00024404959
1225,-0.0005105968
1226,-0.0008378675
1227,-0.0012271462
1228,-0.0016129477
1229,-0.0019468529
1230,-5.982139e-08
1231,-0.0002452755
1232,-0.0008839018
1233,-0.0018783702
1234,-0.0031805143
1235,-0.004346974
1236,-0.004305379
1237,-0.0038093103
1238,-0.0036925913
1239,-0.0042868373
1240,-1.8314882e-08
1241,-0.00036765728
1242,-0.00088233605
1243,-0.0015280936
1244,-0.0022412078
1245,-0.0028378947
1246,-0.0032134322
1247,-0.003527326
1248,-0.0037609343
1249,-0.0040860916
1250,-2.340837e-08
1251,-0.00052724057
1252,-0.001352688
1253,-0.002032808
1254,-0.0022165745
1255,-0.002070939
1256,-0.0018020486
1257,-0.0018227372
1258,-0.0021947348
1259,-0.0028237922
1260,-6.664883e-09
1261,-7.031907e-05
1262,-0.00022164876
1263,-0.0004284654
1264,-0.0006655301
1265,-0.00092292106
1266,-0.0011939622
1267,-0.0014718386
1268,-0.0017320003
1269,-0.001964028
1270,3.9880927e-08
1271,-8.974509e-05
1272,-0.0005554685
1273,-0.0013467685
1274,-0.0024095671
1275,-0.0032598276
1276,-0.0031973284
1277,-0.0027034765
1278,-0.002458859
1279,-0.0027829264
1280,-5.4186042e-09
1281,-0.0003533205
1282,-0.00078262977
1283,-0.0012700169
1284,-0.0017122149
1285,-0.0020366032
1286,-0.00217395
1287,-0.0021646393
1288,-0.0021177488
1289,-0.002120262
1290,4.1636554e-07
1291,-0.00015890013
1292,-0.0004019241
1293,-0.0007245621
1294,-0.0011211176
1295,-0.0015904754
1296,-0.0020873249
1297,-0.0025622493
1298,-0.0027855248
1299,-0.0027815823
1300,-1.0837208e-09
1301,-0.00053280266
1302,-0.0011842165
1303,-0.0018558726
1304,-0.0022621653
1305,-0.0022722112
1306,-0.0021330651
1307,-0.0020579256
1308,-0.0021338633
1309,-0.0023943624
1310,2.4383718e-08
1311,2.4146708e-05
1312,-6.904104e-05
1313,-0.0002691891
1314,-0.00056903024
1315,-0.0009622814
1316,-0.0014011104
1317,-0.0016456108
1318,-0.0015754574
1319,-0.0013740741
1320,2.1674416e-09
1321,-9.493253e-05
1322,-0.00030725056
1323,-0.00062255026
1324,-0.0010319612
1325,-0.0015300065
1326,-0.0020476708
1327,-0.0025008274
1328,-0.0027790004
1329,-0.0029258456
1330,3.793023e-09
1331,-3.2466975e-05
1332,-0.0004681103
1333,-0.0012507641
1334,-0.0023255926
1335,-0.0035624919
1336,-0.004456768
1337,-0.0046441276
1338,-0.0040696356
1339,-0.0037046988
1340,5.9604643e-10
1341,-0.000111742185
1342,-0.00039213235
1343,-0.0008246676
1344,-0.0013892516
1345,-0.0020702912
1346,-0.002845821
1347,-0.0035969568
1348,-0.0042480496
1349,-0.0047266656
1350,-8.61558e-09
1351,0.00027271
1352,0.00043659308
1353,0.00050028943
1354,0.00047025594
1355,0.00035670606
